Geneid	U1	U2	U3	M1	M2	M3	C1	C2	C3	G1	G2	G3
CDS:AF52_RS13170:-:S-methyl-5-thioribose_kinase:cds-WP_004210859.1:-:1199:NZ_KK737547.1	81	51	66	58	41	71	30	6	20	203	150	292
CDS:AF52_RS13165:mtnA:S-methyl-5-thioribose-1-phosphate_isomerase:cds-WP_004183373.1:+:1028:NZ_KK737547.1	62	36	99	73	48	74	16	56	10	170	201	199
CDS:AF52_RS13160:-:histidine_phosphatase_family_protein:cds-WP_032429839.1:-:1268:NZ_KK737547.1	111	118	104	109	63	126	47	83	131	180	181	183
CDS:AF52_RS13155:-:MFS_transporter:cds-WP_032429841.1:-:1358:NZ_KK737547.1	23	63	37	47	43	55	7	35	5	166	277	309
CDS:AF52_RS13150:-:inositol_monophosphatase:cds-WP_004151655.1:-:809:NZ_KK737547.1	36	4	34	17	0	42	2	5	26	286	183	389
CDS:AF52_RS13145:-:LacI_family_DNA-binding_transcriptional_regulator:cds-WP_072157843.1:-:950:NZ_KK737547.1	309	95	182	161	91	296	4	90	73	392	200	348
CDS:AF52_RS13140:codA:cytosine_deaminase:cds-WP_032429842.1:-:1238:NZ_KK737547.1	1	10	16	6	2	3	0	0	0	6	46	18
CDS:AF52_RS13135:-:PucR_family_transcriptional_regulator_ligand-binding_domain-containing_protein:cds-WP_002894159.1:-:1235:NZ_KK737547.1	20	0	21	8	0	28	0	0	10	10	0	18
CDS:AF52_RS13130:codB:cytosine_permease:cds-WP_032429843.1:-:1262:NZ_KK737547.1	36	19	64	35	3	23	13	29	23	67	58	116
CDS:AF52_RS13125:-:methylthioribulose_1-phosphate_dehydratase:cds-WP_002894164.1:+:608:NZ_KK737547.1	36	38	51	74	20	43	8	9	11	152	99	153
CDS:AF52_RS13120:-:carbohydrate_kinase:cds-WP_032429844.1:+:1496:NZ_KK737547.1	107	113	119	89	139	80	12	15	36	126	189	155
CDS:AF52_RS13115:-:2-hydroxyacid_dehydrogenase:cds-WP_032429847.1:+:1028:NZ_KK737547.1	63	62	59	29	54	49	27	5	2	36	19	46
CDS:AF52_RS13110:-:sugar_kinase:cds-WP_032429849.1:-:941:NZ_KK737547.1	0	7	28	2	0	3	5	0	0	10	5	0
CDS:AF52_RS13105:-:ABC_transporter_permease:cds-WP_004223619.1:-:1004:NZ_KK737547.1	0	8	7	3	5	8	0	0	0	9	19	16
CDS:AF52_RS13100:-:ABC_transporter_permease:cds-WP_004147555.1:-:989:NZ_KK737547.1	19	36	1	0	1	5	0	8	0	12	6	14
CDS:AF52_RS13095:-:sugar_ABC_transporter_ATP-binding_protein:cds-WP_021441413.1:-:1502:NZ_KK737547.1	46	1	19	3	0	41	0	8	3	27	59	32
CDS:AF52_RS13090:-:sugar_ABC_transporter_substrate-binding_protein:cds-WP_032429851.1:-:980:NZ_KK737547.1	0	0	1	5	8	0	6	0	14	8	39	80
CDS:AF52_RS13085:-:molybdopterin-dependent_oxidoreductase:cds-WP_032429853.1:+:2309:NZ_KK737547.1	56	3	31	25	4	76	37	29	63	138	95	196
CDS:AF52_RS13080:-:1%2C2-dihydroxy-3-keto-5-methylthiopentene_dioxygenase:cds-WP_002894357.1:-:542:NZ_KK737547.1	232	134	179	185	122	257	77	86	104	221	152	351
CDS:AF52_RS13075:mtnC:acireductone_synthase:cds-WP_004142397.1:-:689:NZ_KK737547.1	119	32	114	44	29	107	20	24	63	252	127	310
CDS:AF52_RS13070:-:pyridoxal_phosphate-dependent_aminotransferase:cds-WP_020802207.1:+:1145:NZ_KK737547.1	62	47	66	166	104	102	33	13	11	377	430	522
CDS:AF52_RS13065:-:ParB-like_nuclease_domain-containing_protein:cds-WP_004212613.1:-:626:NZ_KK737547.1	6	8	6	0	8	17	23	15	53	32	0	8
CDS:AF52_RS13060:-:DUF3440_domain-containing_protein:cds-WP_002894369.1:-:1223:NZ_KK737547.1	28	21	51	34	29	12	106	57	49	22	53	93
CDS:AF52_RS13055:-:LysR_family_transcriptional_regulator:cds-WP_004147565.1:-:932:NZ_KK737547.1	41	65	163	77	13	55	83	102	51	158	150	187
CDS:AF52_RS13050:dsbG:thiol:disulfide_interchange_protein_DsbG:cds-WP_002894375.1:-:749:NZ_KK737547.1	138	130	128	112	73	175	24	30	34	274	152	355
CDS:AF52_RS13045:ahpC:alkyl_hydroperoxide_reductase_subunit_C:cds-WP_002894394.1:+:563:NZ_KK737547.1	6931	3631	6475	7042	4285	7529	3849	5504	5272	10566	9048	13929
CDS:AF52_RS13040:ahpF:alkyl_hydroperoxide_reductase_subunit_F:cds-WP_004183398.1:+:1565:NZ_KK737547.1	1151	943	993	1517	912	2055	985	1245	1195	1953	1661	2934
CDS:AF52_RS13035:uspG:universal_stress_protein_UspG:cds-WP_002894401.1:-:428:NZ_KK737547.1	695	212	576	513	238	481	201	302	211	1565	1197	2102
CDS:AF52_RS13030:rnk:nucleoside_diphosphate_kinase_regulator:cds-WP_002894404.1:-:410:NZ_KK737547.1	1486	644	1152	1251	536	1326	228	184	206	2103	2200	3187
CDS:AF52_RS13025:rna:ribonuclease_I:cds-WP_032429854.1:-:797:NZ_KK737547.1	628	247	589	442	152	541	43	180	176	670	553	604
CDS:AF52_RS13020:dcuC:anaerobic_C4-dicarboxylate_transporter_DcuC:cds-WP_004142371.1:-:1373:NZ_KK737547.1	521	216	390	319	183	457	86	111	160	604	490	895
CDS:AF52_RS13015:pagP:lipid_IVA_palmitoyltransferase_PagP:cds-WP_072143258.1:+:575:NZ_KK737547.1	706	368	471	757	517	797	106	188	218	4680	4775	7115
CDS:AF52_RS13010:cspE:transcription_antiterminator/RNA_stability_regulator_CspE:cds-WP_002439184.1:+:209:NZ_KK737547.1	27496	22040	27967	23294	12365	30980	11450	25723	21000	23045	26914	38944
CDS:AF52_RS13005:crcB:fluoride_efflux_transporter_CrcB:cds-WP_002894459.1:-:383:NZ_KK737547.1	693	375	579	407	286	632	29	84	38	906	772	1172
CDS:AF52_RS13000:-:deaminated_glutathione_amidase:cds-WP_002894461.1:+:788:NZ_KK737547.1	281	146	297	193	73	122	18	8	0	203	222	218
CDS:AF52_RS12995:tatE:twin-arginine_translocase_subunit_TatE:cds-WP_002894464.1:+:206:NZ_KK737547.1	312	214	335	186	184	209	44	78	31	750	641	825
CDS:AF52_RS12990:lipA:lipoyl_synthase:cds-WP_002894467.1:-:965:NZ_KK737547.1	7112	3367	5946	4918	2412	5627	1328	1847	1931	3079	2383	3989
CDS:AF52_RS12985:-:DNA-binding_transcriptional_regulator:cds-WP_020803604.1:-:959:NZ_KK737547.1	347	151	299	280	142	281	13	20	49	164	217	290
CDS:AF52_RS12980:lipB:lipoyloctanoyl_transferase_LipB:cds-WP_002894472.1:-:644:NZ_KK737547.1	962	400	556	707	327	825	142	111	117	1133	836	1258
CDS:AF52_RS12975:-:YbeD_family_protein:cds-WP_002894474.1:-:263:NZ_KK737547.1	8671	5090	6930	5890	4249	6920	2007	2544	2298	15393	14597	22548
CDS:AF52_RS12970:dacA:D-alanyl-D-alanine_carboxypeptidase_DacA:cds-WP_002894539.1:-:1199:NZ_KK737547.1	2507	1087	1990	1847	957	2162	342	397	337	684	729	885
CDS:AF52_RS12965:rlpA:endolytic_peptidoglycan_transglycosylase_RlpA:cds-WP_004147579.1:-:1148:NZ_KK737547.1	2674	1319	2274	2459	1140	2763	243	362	264	1412	1114	1976
CDS:AF52_RS12960:mrdB:peptidoglycan_glycosyltransferase_MrdB:cds-WP_002894613.1:-:1112:NZ_KK737547.1	1488	541	906	880	558	989	155	176	232	215	198	263
CDS:AF52_RS12955:mrdA:peptidoglycan_DD-transpeptidase_MrdA:cds-WP_002894617.1:-:1901:NZ_KK737547.1	2741	1386	2344	2151	1102	2439	343	643	390	740	620	840
CDS:AF52_RS12950:rlmH:23S_rRNA_pseudouridine1915-N3-methyltransferase_RlmH:cds-WP_002894620.1:-:467:NZ_KK737547.1	1148	523	1106	878	584	1049	321	358	378	623	646	983
CDS:AF52_RS12945:rsfS:ribosome_silencing_factor:cds-WP_002894623.1:-:317:NZ_KK737547.1	664	270	697	536	245	508	146	183	213	520	450	702
CDS:AF52_RS12940:-:adenosylcobalamin/alpha-ribazole_phosphatase:cds-WP_004151650.1:-:629:NZ_KK737547.1	506	201	540	241	193	559	51	79	116	242	151	268
CDS:AF52_RS12935:nadD:nicotinate-nucleotide_adenylyltransferase:cds-WP_004176879.1:-:650:NZ_KK737547.1	1001	505	866	604	318	829	185	220	209	97	101	70
CDS:AF52_RS12930:holA:DNA_polymerase_III_subunit_delta:cds-WP_032429857.1:-:1031:NZ_KK737547.1	1740	818	1547	1355	638	1435	554	601	679	355	271	591
CDS:AF52_RS12925:lptE:LPS_assembly_lipoprotein_LptE:cds-WP_002894693.1:-:590:NZ_KK737547.1	1574	845	1411	1284	635	1259	637	871	901	657	574	736
CDS:AF52_RS12920:leuS:leucine--tRNA_ligase:cds-WP_004147581.1:-:2582:NZ_KK737547.1	3964	2494	3511	3502	1539	3900	1549	1901	1776	3268	2807	4459
CDS:AF52_RS12915:-:zinc_ribbon-containing_protein:cds-WP_032429977.1:+:482:NZ_KK737547.1	100	24	44	86	65	141	64	136	156	264	207	316
CDS:AF52_RS12910:-:filamentous_hemagglutinin_N-terminal_domain-containing_protein:cds-WP_032429859.1:-:1793:NZ_KK737547.1	161	40	118	36	58	82	20	44	41	139	189	212
CDS:AF52_RS12905:-:ShlB/FhaC/HecB_family_hemolysin_secretion/activation_protein:cds-WP_032429860.1:-:1670:NZ_KK737547.1	14	10	17	0	3	22	43	9	4	94	12	113
CDS:AF52_RS12900:-:amino_acid_ABC_transporter_ATP-binding_protein:cds-WP_002894706.1:-:725:NZ_KK737547.1	166	118	159	106	62	109	51	102	67	118	118	203
CDS:AF52_RS12895:gltK:glutamate/aspartate_ABC_transporter_permease_GltK:cds-WP_002894707.1:-:674:NZ_KK737547.1	111	90	80	81	37	101	29	32	39	292	157	292
CDS:AF52_RS12890:-:amino_acid_ABC_transporter_permease:cds-WP_002894709.1:-:740:NZ_KK737547.1	273	221	317	254	212	316	105	174	166	568	660	800
CDS:AF52_RS12885:-:amino_acid_ABC_transporter_substrate-binding_protein:cds-WP_002894712.1:-:911:NZ_KK737547.1	1431	1024	1606	1359	1066	1758	912	1327	1147	3725	3696	4655
CDS:AF52_RS12880:lnt:apolipoprotein_N-acyltransferase:cds-WP_032429861.1:-:1538:NZ_KK737547.1	2676	1207	1877	2093	1211	2212	557	602	779	654	573	961
CDS:AF52_RS12875:corC:CNNM_family_magnesium/cobalt_transport_protein_CorC:cds-WP_004197606.1:-:878:NZ_KK737547.1	1828	1092	1667	1459	987	1959	548	825	671	1060	759	1520
CDS:AF52_RS12870:ybeY:rRNA_maturation_RNase_YbeY:cds-WP_002894722.1:-:473:NZ_KK737547.1	377	189	439	437	148	527	310	330	309	337	207	283
CDS:AF52_RS12865:-:PhoH_family_protein:cds-WP_004176871.1:-:1046:NZ_KK737547.1	740	394	597	652	214	817	454	440	479	1048	862	1401
CDS:AF52_RS12860:miaB:tRNA_N6-isopentenyl_adenosine37-C2-methylthiotransferase_MiaB:cds-WP_002894730.1:-:1424:NZ_KK737547.1	2026	1106	1536	1374	845	1847	1713	2463	1909	1913	1918	2954
CDS:AF52_RS12855:ubiF:2-octaprenyl-3-methyl-6-methoxy-1%2C4-benzoquinol_hydroxylase:cds-WP_032429863.1:+:1175:NZ_KK737547.1	267	288	304	329	194	323	252	340	349	593	667	717
CDS:AF52_RS12815:asnB:asparagine_synthase_B:cds-WP_002894734.1:-:1664:NZ_KK737547.1	631	429	518	691	508	800	391	601	604	652	646	934
CDS:AF52_RS12810:-:HAD-IIA_family_hydrolase:cds-WP_002894738.1:-:752:NZ_KK737547.1	1711	678	1101	1247	595	1425	914	949	1245	756	645	875
CDS:AF52_RS12805:-:ROK_family_transcriptional_regulator:cds-WP_002894742.1:-:1220:NZ_KK737547.1	892	479	783	822	548	897	480	880	532	832	847	1261
CDS:AF52_RS12800:nagA:N-acetylglucosamine-6-phosphate_deacetylase:cds-WP_002894747.1:-:1148:NZ_KK737547.1	469	350	356	585	264	658	353	371	366	842	970	1231
CDS:AF52_RS12795:nagB:glucosamine-6-phosphate_deaminase:cds-WP_002894749.1:-:800:NZ_KK737547.1	316	180	226	258	136	349	269	302	314	923	580	1132
CDS:AF52_RS12790:nagE:PTS_N-acetyl_glucosamine_transporter_subunit_IIABC:cds-WP_032429865.1:+:1967:NZ_KK737547.1	491	154	393	625	398	706	245	218	292	769	905	1185
CDS:AF52_RS12785:glnS:glutamine--tRNA_ligase:cds-WP_002894753.1:+:1667:NZ_KK737547.1	2945	1492	2524	2552	1200	2638	1245	2032	2003	2396	2260	3084
CDS:AF52_RS12780:-:methionine_synthase:cds-WP_004142270.1:-:308:NZ_KK737547.1	1	2	13	0	0	1	3	0	0	7	11	29
CDS:AF52_RS12775:chiP:chitoporin:cds-WP_004152230.1:+:1403:NZ_KK737547.1	124	49	144	63	66	84	27	17	42	401	243	581
CDS:AF52_RS12770:-:hypothetical_protein:cds-WP_002894759.1:+:332:NZ_KK737547.1	45	33	25	12	11	42	29	15	28	100	79	83
CDS:AF52_RS12765:-:citrate_transporter_CitA_domain_protein:cds-WP_166686314.1:-:443:NZ_KK737547.1	293	190	269	189	105	241	40	72	93	299	268	307
CDS:AF52_RS12760:fur:ferric_iron_uptake_transcriptional_regulator:cds-WP_002894761.1:-:452:NZ_KK737547.1	2084	1012	1942	1661	785	1928	1358	2400	1811	2449	2397	3708
CDS:AF52_RS12755:fldA:flavodoxin_FldA:cds-WP_002894765.1:-:530:NZ_KK737547.1	1785	856	1396	1136	621	1372	679	1085	953	2216	1834	3152
CDS:AF52_RS12750:ybfE:LexA_regulated_protein:cds-WP_002894767.1:-:293:NZ_KK737547.1	966	606	723	660	377	621	231	410	254	835	771	1225
CDS:AF52_RS12745:ybfF:esterase:cds-WP_004152229.1:-:773:NZ_KK737547.1	159	68	165	143	115	158	131	104	194	333	242	345
CDS:AF52_RS0123845:seqA:replication_initiation_negative_regulator_SeqA:cds-WP_002894771.1:+:548:NZ_KK737547.1	1336	584	830	1007	534	1251	402	451	382	804	743	1473
CDS:AF52_RS12740:pgm:alpha-D-glucose_phosphate-specific_phosphoglucomutase:cds-WP_002894773.1:+:1640:NZ_KK737547.1	5942	3566	5683	7109	3553	8428	2597	2805	2668	2082	1631	2977
CDS:AF52_RS12735:-:hypothetical_protein:cds-WP_004179052.1:+:437:NZ_KK737547.1	1057	835	1078	1109	586	1396	422	331	459	209	160	257
CDS:AF52_RS12730:kdpE:two-component_system_response_regulator_KdpE:cds-WP_002894776.1:-:677:NZ_KK737547.1	341	220	308	224	133	312	79	73	97	152	185	222
CDS:AF52_RS12725:kdbD:two-component_system_sensor_histidine_kinase_KdbD:cds-WP_021441429.1:-:2687:NZ_KK737547.1	850	558	793	373	260	578	307	510	564	371	336	339
CDS:AF52_RS12720:kdpC:potassium-transporting_ATPase_subunit_KdpC:cds-WP_032429868.1:-:575:NZ_KK737547.1	279	173	286	146	60	142	225	263	248	258	229	335
CDS:AF52_RS12715:kdpB:potassium-transporting_ATPase_subunit_KdpB:cds-WP_021441430.1:-:2048:NZ_KK737547.1	827	469	687	235	252	353	521	727	884	109	97	187
CDS:AF52_RS12710:kdpA:potassium-transporting_ATPase_subunit_KdpA:cds-WP_004152226.1:-:1679:NZ_KK737547.1	654	418	718	417	200	365	991	1176	1457	452	552	895
CDS:AF52_RS26585:kdpF:K+-transporting_ATPase_subunit_F:cds-WP_020323459.1:-:89:NZ_KK737547.1	19	34	24	30	13	12	75	90	93	34	97	82
CDS:AF52_RS12705:-:DUF2517_family_protein:cds-WP_004142243.1:+:209:NZ_KK737547.1	681	563	698	1084	653	1603	173	352	321	3916	3759	4807
CDS:AF52_RS12700:phrB:deoxyribodipyrimidine_photo-lyase:cds-WP_032429869.1:+:1442:NZ_KK737547.1	182	209	176	190	143	293	25	110	65	377	282	541
CDS:AF52_RS12695:dtpD:dipeptide_permease_DtpD:cds-WP_004893379.1:-:1478:NZ_KK737547.1	646	360	588	382	204	424	159	124	109	351	218	402
CDS:AF52_RS12690:-:type_2_GTP_cyclohydrolase_I:cds-WP_002894919.1:+:743:NZ_KK737547.1	334	105	172	226	141	332	401	315	552	731	543	991
CDS:AF52_RS12685:pxpB:5-oxoprolinase_subunit_PxpB:cds-WP_004176857.1:+:656:NZ_KK737547.1	182	124	155	118	64	207	122	228	172	142	142	240
CDS:AF52_RS12680:-:biotin-dependent_carboxyltransferase_family_protein:cds-WP_004183433.1:+:932:NZ_KK737547.1	287	135	219	287	150	286	257	273	316	288	242	364
CDS:AF52_RS12675:pxpA:5-oxoprolinase_subunit_PxpA:cds-WP_004183435.1:+:743:NZ_KK737547.1	305	211	202	358	179	390	296	352	337	163	164	281
CDS:AF52_RS12670:-:DUF969_domain-containing_protein:cds-WP_002894928.1:+:725:NZ_KK737547.1	191	129	172	197	174	251	147	134	106	69	32	78
CDS:AF52_RS12665:-:DUF979_domain-containing_protein:cds-WP_004176855.1:+:995:NZ_KK737547.1	354	182	240	242	186	243	166	175	123	139	162	249
CDS:AF52_RS12660:pcp:pyroglutamyl-peptidase_I:cds-WP_004183438.1:+:644:NZ_KK737547.1	169	72	154	113	64	235	116	94	164	64	51	109
CDS:AF52_RS12655:nei:endonuclease_VIII:cds-WP_002894935.1:+:791:NZ_KK737547.1	243	94	251	223	116	223	155	118	168	141	71	125
CDS:AF52_RS12650:gltA:citrate_Si-synthase:cds-WP_004183439.1:-:1283:NZ_KK737547.1	4091	2160	3387	2998	1411	3297	1963	2989	2845	19839	16787	28776
CDS:AF52_RS12645:sdhC:succinate_dehydrogenase_cytochrome_b556_subunit:cds-WP_004142216.1:+:404:NZ_KK737547.1	1804	860	1878	791	442	871	838	921	951	19170	17282	25513
CDS:AF52_RS12640:sdhD:succinate_dehydrogenase_membrane_anchor_subunit:cds-WP_002894949.1:+:347:NZ_KK737547.1	927	525	1056	506	198	608	647	659	572	8632	6342	9155
CDS:AF52_RS12635:sdhA:succinate_dehydrogenase_flavoprotein_subunit:cds-WP_004179067.1:+:1766:NZ_KK737547.1	3049	1642	2578	2006	915	2327	2437	2764	2587	5054	4620	7025
CDS:AF52_RS12630:sdhB:succinate_dehydrogenase_iron-sulfur_subunit_SdhB:cds-WP_002894954.1:+:716:NZ_KK737547.1	1999	1065	2048	1150	752	1409	1543	2012	1767	745	757	1054
CDS:AF52_RS12625:sucA:2-oxoglutarate_dehydrogenase_E1_component:cds-WP_012068464.1:+:2807:NZ_KK737547.1	5682	2906	4753	4828	2500	5416	5215	6322	6183	1624	1382	2527
CDS:AF52_RS12620:odhB:2-oxoglutarate_dehydrogenase_complex_dihydrolipoyllysine-residue_succinyltransferase:cds-WP_004142209.1:+:1226:NZ_KK737547.1	2471	1505	1948	2577	1405	3019	2712	4252	3499	487	487	777
CDS:AF52_RS12615:sucC:ADP-forming_succinate--CoA_ligase_subunit_beta:cds-WP_002895039.1:+:1166:NZ_KK737547.1	2189	1082	1854	2652	1284	2594	1949	2707	2697	309	386	371
CDS:AF52_RS12610:sucD:succinate--CoA_ligase_subunit_alpha:cds-WP_002895043.1:+:869:NZ_KK737547.1	4497	2648	5044	5464	3543	6217	5086	8606	8598	390	359	545
CDS:AF52_RS12605:cydA:cytochrome_ubiquinol_oxidase_subunit_I:cds-WP_002895047.1:+:1568:NZ_KK737547.1	2264	1612	1960	2012	1046	2595	435	524	372	688	516	723
CDS:AF52_RS12600:cydB:cytochrome_d_ubiquinol_oxidase_subunit_II:cds-WP_002895049.1:+:1139:NZ_KK737547.1	1950	1298	1410	1385	786	2096	272	296	256	143	197	222
CDS:AF52_RS12595:cydX:cytochrome_bd-I_oxidase_subunit_CydX:cds-WP_002895051.1:+:116:NZ_KK737547.1	814	431	535	535	330	705	61	123	124	22	30	42
CDS:AF52_RS12590:ybgE:cyd_operon_protein_YbgE:cds-WP_002895053.1:+:290:NZ_KK737547.1	3351	2134	2728	2346	1653	2653	337	484	428	238	103	203
CDS:AF52_RS12585:ybgC:tol-pal_system-associated_acyl-CoA_thioesterase:cds-WP_002895056.1:+:404:NZ_KK737547.1	1081	504	974	1184	464	1142	170	200	210	1519	1410	2115
CDS:AF52_RS12580:tolQ:Tol-Pal_system_protein_TolQ:cds-WP_004152221.1:+:692:NZ_KK737547.1	1330	697	1165	1055	708	1207	317	296	285	1098	1066	1652
CDS:AF52_RS12575:tolR:colicin_uptake_protein_TolR:cds-WP_002895061.1:+:428:NZ_KK737547.1	1117	662	859	1042	729	1031	261	324	220	630	538	723
CDS:AF52_RS12570:tolA:cell_envelope_integrity_protein_TolA:cds-WP_004179068.1:+:1325:NZ_KK737547.1	2948	1644	2483	2548	1759	2797	368	597	603	1140	1086	1636
CDS:AF52_RS12565:tolB:Tol-Pal_system_protein_TolB:cds-WP_032429872.1:+:1292:NZ_KK737547.1	3552	2030	3121	3318	2103	3621	784	1131	937	4420	3691	5001
CDS:AF52_RS12560:pal:peptidoglycan-associated_lipoprotein_Pal:cds-WP_002895068.1:+:524:NZ_KK737547.1	9183	5323	8337	5207	3458	6417	1790	2599	1734	1894	2111	2591
CDS:AF52_RS12555:cpoB:cell_division_protein_CpoB:cds-WP_002895071.1:+:794:NZ_KK737547.1	8117	4459	7067	5238	3290	6538	1118	1882	1246	1564	1501	1919
ncRNA:AF52_RS24875:-:RtT_sRNA:gene-AF52_RS24875:+:137:NZ_KK737547.1	1070	618	1033	627	380	820	46	36	34	1255	851	1614
CDS:AF52_RS27115:-:hypothetical_protein:cds-WP_032409073.1:-:149:NZ_KK737547.1	0	0	0	2	0	0	0	0	0	0	0	0
CDS:AF52_RS12540:nadA:quinolinate_synthase_NadA:cds-WP_002895074.1:+:1043:NZ_KK737547.1	340	196	280	338	173	335	32	24	73	223	129	262
CDS:AF52_RS12535:-:nicotinamide_riboside_transporter_PnuC:cds-WP_004151689.1:+:719:NZ_KK737547.1	292	129	224	216	241	188	68	43	26	295	153	237
CDS:AF52_RS12530:zitB:CDF_family_zinc_transporter_ZitB:cds-WP_004147641.1:-:944:NZ_KK737547.1	266	234	247	303	240	395	4	0	29	832	672	1143
CDS:AF52_RS12525:-:YbgS-like_family_protein:cds-WP_002895084.1:-:365:NZ_KK737547.1	123	83	154	429	205	556	45	40	17	377	322	589
CDS:AF52_RS12520:aroG:3-deoxy-7-phosphoheptulonate_synthase_AroG:cds-WP_002895086.1:+:1052:NZ_KK737547.1	509	318	381	416	318	519	12	10	38	857	795	963
CDS:AF52_RS12515:gpmA:2%2C3-diphosphoglycerate-dependent_phosphoglycerate_mutase:cds-WP_002895089.1:-:752:NZ_KK737547.1	3120	2064	3088	3116	1543	3774	251	355	319	4362	3866	6094
CDS:AF52_RS12510:galM:galactose-1-epimerase:cds-WP_023302155.1:-:1043:NZ_KK737547.1	507	196	475	582	373	824	150	272	270	88	68	104
CDS:AF52_RS12505:galK:galactokinase:cds-WP_004179071.1:-:1148:NZ_KK737547.1	275	203	225	435	193	407	231	282	305	73	101	105
CDS:AF52_RS12500:galT:galactose-1-phosphate_uridylyltransferase:cds-WP_004142166.1:-:1046:NZ_KK737547.1	831	404	843	1029	577	1443	956	1344	1355	331	257	453
CDS:AF52_RS12495:galE:UDP-glucose_4-epimerase_GalE:cds-WP_002895150.1:-:1016:NZ_KK737547.1	777	412	549	915	255	940	837	702	1034	900	649	1317
CDS:AF52_RS12490:modF:molybdate_ABC_transporter_ATP-binding_protein_ModF:cds-WP_032428718.1:-:1472:NZ_KK737547.1	299	106	267	363	169	397	73	52	103	332	196	404
CDS:AF52_RS12485:modE:molybdenum-dependent_transcriptional_regulator:cds-WP_032429873.1:-:788:NZ_KK737547.1	113	62	87	136	98	192	29	30	96	391	328	339
CDS:AF52_RS12480:-:multidrug_efflux_pump-associated_protein%2C_AcrZ_family:cds-WP_002895156.1:+:149:NZ_KK737547.1	311	78	121	100	203	159	63	83	58	190	152	144
CDS:AF52_RS12475:modA:molybdate_ABC_transporter_substrate-binding_protein:cds-WP_032428721.1:+:773:NZ_KK737547.1	265	121	253	434	222	447	68	179	130	597	722	945
CDS:AF52_RS12470:modB:molybdate_ABC_transporter_permease_subunit:cds-WP_002895159.1:+:689:NZ_KK737547.1	140	101	105	215	90	353	51	97	104	219	263	386
CDS:AF52_RS12465:modC:molybdenum_ABC_transporter_ATP-binding_protein_ModC:cds-WP_004176832.1:+:1058:NZ_KK737547.1	194	102	179	227	132	337	32	69	61	277	172	314
CDS:AF52_RS12460:-:pyridoxal_phosphatase:cds-WP_002895164.1:-:818:NZ_KK737547.1	187	132	156	129	62	172	33	43	45	191	107	281
CDS:AF52_RS12455:pgl:6-phosphogluconolactonase:cds-WP_002895166.1:+:995:NZ_KK737547.1	898	461	828	856	552	1297	250	441	362	1666	1262	1887
CDS:AF52_RS12450:-:two-component-system_connector_protein_AriR:cds-WP_002895168.1:-:266:NZ_KK737547.1	2121	1004	1804	1336	781	1675	620	763	738	2693	2374	3946
CDS:AF52_RS12445:-:hypothetical_protein:cds-WP_004147654.1:-:305:NZ_KK737547.1	2602	1718	2041	1387	827	1783	517	759	611	2725	2758	3274
CDS:AF52_RS12440:-:two-component-system_connector_protein_YcgZ:cds-WP_004151693.1:-:245:NZ_KK737547.1	1346	765	1241	637	370	908	138	210	187	1387	1542	2130
CDS:AF52_RS12435:-:diguanylate_phosphodiesterase:cds-WP_004176831.1:+:1211:NZ_KK737547.1	1129	628	1105	869	337	811	101	243	239	753	874	1040
CDS:AF52_RS12430:-:MerR_family_transcriptional_regulator:cds-WP_032429874.1:+:734:NZ_KK737547.1	2181	1106	1804	1489	754	1491	365	656	399	1961	2166	2696
CDS:AF52_RS12425:-:helix-turn-helix_transcriptional_regulator:cds-WP_004151695.1:-:554:NZ_KK737547.1	302	128	175	191	127	243	157	190	222	1228	924	1449
CDS:AF52_RS12420:-:hypothetical_protein:cds-WP_002895280.1:-:212:NZ_KK737547.1	226	212	201	232	64	204	135	198	150	1922	1603	2291
CDS:AF52_RS27960:-:hypothetical_protein:cds-WP_032428722.1:+:146:NZ_KK737547.1	26	12	38	15	4	15	12	10	16	51	25	40
CDS:AF52_RS12415:-:hypothetical_protein:cds-WP_002895283.1:+:506:NZ_KK737547.1	208	75	92	131	80	72	42	75	42	175	162	245
CDS:AF52_RS12410:-:acyltransferase_family_protein:cds-WP_072271782.1:-:923:NZ_KK737547.1	63	15	104	77	40	93	23	27	20	93	67	182
CDS:AF52_RS0123875:-:efflux_RND_transporter_permease_subunit:cds-AF52_RS0123875:-:3065:NZ_KK737547.1	81	48	137	77	44	99	70	23	20	381	253	334
CDS:AF52_RS12405:-:efflux_RND_transporter_periplasmic_adaptor_subunit:cds-WP_032429876.1:-:1085:NZ_KK737547.1	33	6	26	24	7	21	2	24	7	157	134	176
CDS:AF52_RS12400:-:universal_stress_protein:cds-WP_021441450.1:+:431:NZ_KK737547.1	0	14	0	18	8	1	0	0	0	42	21	35
CDS:AF52_RS12395:-:cation-transporting_P-type_ATPase:cds-WP_020316497.1:+:2687:NZ_KK737547.1	87	34	65	134	44	66	24	41	10	225	151	216
CDS:AF52_RS12390:-:putative_acyl-CoA_thioester_hydrolase:cds-WP_004142122.1:-:1283:NZ_KK737547.1	1566	785	1176	1588	883	1633	531	622	596	1680	1530	2316
CDS:AF52_RS12385:-:imidazolonepropionase:cds-WP_004182478.1:+:1319:NZ_KK737547.1	67	47	137	72	81	153	61	45	39	770	842	1356
CDS:AF52_RS12380:-:formimidoylglutamase:cds-WP_021441452.1:+:956:NZ_KK737547.1	97	57	100	102	48	236	34	27	31	202	253	217
